1008080,Ryley,Stoddart,160
1002328,Jacob,Heron,1000
1002401,Brandon,Starcevich,20
998100,Cameron,Polson,30
1004940,Sam,Simpson,70
281075,Rory,Thompson,1000
993940,Corey,Wagner,90
261214,Will,Schofield,150
998226,Harrison,Macreadie,30
993993,Shai,Bolton,120
1002300,Jarrod,Brander,150
297767,Sam,Durdin,100
290326,Matt,Eagles,20
298316,Hugh,Goddard,30
990291,Darcy,Cameron,160
1000887,Mitch,Lewis,80
260310,Nathan,Brown,130
1003520,Darragh,Joyce,130
1006550,Jack,Petruccelle,150
1002296,Nick,Shipley,1010
1001017,Nick,Larkey,100
994077,Mabior,Chol,120
260278,Sam,Rowe,130
290733,Cam,Sutcliffe,110
291856,Tom,Mitchell,80
295518,Sam,Docherty,30
296200,Michael,Gibbons,30
298390,Jay,Lockhart,90
298446,Josh,Deluca,30
990548,Jonathon,Marsh,130
990606,Will,Snelling,50
993771,Marlion,Pickett,120
997501,Ryan,Gardner,140
1000072,John,Noble,40
1001024,Ned,Reeves,80
1001351,Lachlan,Hosie,100
1002583,Sydney,Stack,120
1003203,Hayden,McLean,160
1004360,Jack,Mayo,130
1005831,Dillon,O'Reilly,60
1006106,Kyle,Dunkley,90
1006108,Mitchell,Riordan,1000
1006110,Sam,Fletcher,1000
1008154,Matthew,Cottrell,30
1008163,Cody,Hirst,160
1012101,Michael,Knoll,160
